0.712263636363636,0.632890909090909,0.654727272727273,0.721009090909091,0.724427272727273,0.675809090909091,0.718836363636364,0.689390909090909,0.638763636363636,0.796981818181818,0.778181818181818,0.718554545454545,0.733618181818182,0.696272727272727,0.687754545454546,0.694163636363636,0.7206,0.770872727272727,0.667563636363636,0.737827272727273
0.198609090909091,0.230790909090909,0.2219,0.206672727272727,0.205554545454545,0.217145454545455,0.1958,0.234872727272727,0.217209090909091,0.160781818181818,0.168681818181818,0.187381818181818,0.191654545454545,0.225736363636364,0.220827272727273,0.215309090909091,0.201054545454545,0.168463636363636,0.1908,0.188709090909091
0.0625090909090909,0.0895363636363636,0.0852090909090909,0.0540454545454545,0.0563727272727273,0.0771454545454545,0.0656909090909091,0.0653909090909091,0.0874090909090909,0.0331181818181818,0.0433545454545455,0.0677363636363636,0.0572181818181818,0.0629636363636364,0.0628727272727273,0.0665818181818182,0.0566818181818182,0.0485727272727273,0.0888727272727273,0.0571545454545455
0.0208909090909091,0.0338545454545455,0.0291454545454545,0.0138909090909091,0.0118818181818182,0.0242272727272727,0.0176454545454545,0.00960909090909091,0.0397636363636364,0.00766363636363636,0.00877272727272727,0.0220727272727273,0.0148909090909091,0.0129545454545455,0.0219545454545455,0.0188545454545455,0.0173090909090909,0.0110181818181818,0.0399818181818182,0.0133636363636364
0.00503636363636364,0.0104181818181818,0.00719090909090909,0.00375454545454545,0.00161818181818182,0.00491818181818182,0.00194545454545455,0.0007,0.0140636363636364,0.00137272727272727,0.000945454545454545,0.00402727272727273,0.00233636363636364,0.00191818181818182,0.00566363636363636,0.00454545454545455,0.00384545454545455,0.00105454545454545,0.0114272727272727,0.00247272727272727
0.000645454545454545,0.0022,0.00165454545454545,0.000581818181818182,0.000145454545454545,0.000663636363636364,8.18181818181818e-05,3.63636363636364e-05,0.0025,8.18181818181818e-05,6.36363636363636e-05,0.000227272727272727,0.000218181818181818,0.000136363636363636,0.000845454545454546,0.000527272727272727,0.000490909090909091,1.81818181818182e-05,0.00130909090909091,0.0004
4.54545454545455e-05,0.000281818181818182,0.000154545454545455,3.63636363636364e-05,0,9.09090909090909e-05,0,0,0.000281818181818182,0,0,0,6.36363636363636e-05,1.81818181818182e-05,8.18181818181818e-05,1.81818181818182e-05,1.81818181818182e-05,0,4.54545454545455e-05,6.36363636363636e-05
0,2.72727272727273e-05,1.81818181818182e-05,9.09090909090909e-06,0,0,0,0,9.09090909090909e-06,0,0,0,0,0,0,0,0,0,0,9.09090909090909e-06
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
