0.732366608763128,0.647715749468728,0.660938037334556,0.720824111386422,0.740456938284233,0.682647455624432,0.720828520285344,0.726908391898207,0.654866983519536,0.808433341857205,0.788615341204688,0.741616478700609,0.738517022758736,0.70834251853942,0.700221326725863,0.70798098882785,0.797530134824129,0.784938319504087,0.690288077455536,0.772148103732574
0.191535795850344,0.232009487950479,0.218205225427002,0.206481963194512,0.199996472880863,0.213941820169831,0.192439620129269,0.224126376678688,0.212469247930022,0.154390822436005,0.16248115195711,0.177431728200199,0.194674931882512,0.224523177581631,0.216953098133272,0.203704356873914,0.148998739054908,0.161277522551518,0.174865749027838,0.176294232278431
0.057624308905094,0.0853077852337157,0.0900782138668689,0.0549921962489088,0.0488770534446727,0.0774379006586895,0.0683158887899336,0.0451471249570132,0.0883940144788241,0.0297247965293148,0.0405001454936644,0.0632588817268775,0.0528230179794898,0.0572054635075436,0.0599874787270627,0.0656440960434541,0.0422328427698467,0.0442256650824023,0.0905191037590272,0.0438994065622052
0.0150387542215207,0.0260213214351848,0.0254084844850847,0.0133457370356327,0.00936450130944298,0.0208540918990891,0.0162071124357403,0.00365056830707099,0.034102833158447,0.00646344581904115,0.00752158156022115,0.015395875034169,0.0118819825936671,0.00911760296983431,0.018389517401924,0.0176400045852549,0.0095188127716984,0.00861057959385223,0.0345834031408996,0.00640172123413899
0.00305536695265724,0.0071644607475729,0.00467784175579991,0.00353593693510983,0.0012433094958865,0.00428985865070057,0.00201486680716358,0.000163129260098583,0.0086458507852249,0.000899415380002998,0.000820055199414498,0.00207218249314416,0.001851737547065,0.000771557311277082,0.00395037343373866,0.00442653451726966,0.00158720361177,0.000908233177846165,0.00865025968414648,0.001111042528239
0.000321849621275583,0.00152107012794625,0.000573156859805832,0.000709832726374915,6.17245849021665e-05,0.000771557311277082,0.000180764855784916,4.40889892158332e-06,0.00145052774520091,8.81779784316665e-05,6.17245849021665e-05,0.000216036047157583,0.000229262743922333,3.52711913726666e-05,0.000476161083530999,0.000555521264119499,0.000123449169804333,3.52711913726666e-05,0.000983184459513081,0.000136675866569083
5.73156859805832e-05,0.000246898339608666,0.000110222473039583,9.69957762748331e-05,0,5.73156859805832e-05,1.322669676475e-05,0,6.61334838237499e-05,0,0,8.81779784316665e-06,2.20444946079166e-05,4.40889892158332e-06,2.20444946079166e-05,4.40889892158332e-05,8.81779784316665e-06,4.40889892158332e-06,0.000110222473039583,8.81779784316665e-06
0,1.322669676475e-05,8.81779784316665e-06,1.322669676475e-05,0,0,0,0,4.40889892158332e-06,0,0,0,0,0,0,4.40889892158332e-06,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
