0.429872,0.341096,0.362708,0.450412,0.432128,0.380428,0.368868,0.491456,0.346972,0.410036
0.373496,0.380336,0.381072,0.371568,0.370892,0.381172,0.382704,0.358092,0.380724,0.380388
0.151436,0.199064,0.186636,0.13976,0.150272,0.17546,0.18176,0.120692,0.19526,0.15982
0.037668,0.06252,0.05594,0.032156,0.038564,0.050804,0.05368,0.025548,0.061068,0.041468
0.006596,0.014176,0.011464,0.00544,0.007068,0.010332,0.011124,0.003776,0.013444,0.007288
0.000856,0.002464,0.001868,0.000624,0.00096,0.001604,0.001604,0.0004,0.00218,0.000916
7.2e-05,0.000312,0.000272,4e-05,0.000104,0.000188,0.00024,3.6e-05,0.000308,8e-05
4e-06,2.4e-05,3.6e-05,0,1.2e-05,1.2e-05,2e-05,0,4.4e-05,4e-06
0,8e-06,4e-06,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
