0.73407,0.64668,0.6587,0.72009,0.73878,0.68291,0.72329,0.72251,0.65185,0.80838,0.78888,0.73931,0.73914,0.70781,0.70006,0.70658,0.79822,0.78511,0.69478,0.77142
0.19246,0.2346,0.22238,0.2093,0.20106,0.21397,0.19162,0.22826,0.21565,0.15389,0.16207,0.17972,0.19369,0.22407,0.21678,0.20586,0.1488,0.16267,0.17522,0.17685
0.05409,0.0841,0.08577,0.0513,0.04946,0.07566,0.066,0.04516,0.08637,0.03004,0.04025,0.06195,0.05284,0.05759,0.05946,0.06458,0.04131,0.04247,0.08604,0.04399
0.016,0.02516,0.0274,0.01499,0.0097,0.02256,0.01699,0.00395,0.03575,0.00653,0.00795,0.01648,0.01234,0.00961,0.01933,0.01791,0.01011,0.00885,0.0343,0.00648
0.00317,0.00793,0.00508,0.0036,0.00096,0.00424,0.00206,0.00012,0.00921,0.00114,0.00081,0.00234,0.00172,0.00089,0.00401,0.00448,0.00144,0.00085,0.00867,0.0011
0.00021,0.00142,0.00067,0.00064,4e-05,0.00063,4e-05,0,0.00113,2e-05,4e-05,0.0002,0.00025,2e-05,0.00035,0.00055,0.00011,5e-05,0.00099,0.00016
0,0.00011,0,8e-05,0,3e-05,0,0,3e-05,0,0,0,2e-05,1e-05,1e-05,4e-05,1e-05,0,0,0
0,0,0,0,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
